Emirate,Police Station,Year,Month,Date,City,Road,Report Number,Day,Week,Report type,Reasons,Computed,Streets,Street,Place,Location,lighting,Weather,Road surface,Intersection,Accident Type,Nationalities,Seat Belt,Injured person position,Injured person's seat,Degree of the injury,Age of the injured,Gender,Gender of the injured,Inp Age,Age Group,Date - Month,Nationality of the Injured person,Day,Iac Rep Time,Time,Age Group - Ministry,Computed2,Area,Block,Str Code,Accident Description,Location,Fasten seat belt,Road speed limit,Pedestrian action,Number of Lanes
Abu Dhabi,Shaabiya Police Station,2013,January,20-01-13,Abu Dhabi,Internal road,1.0013E+11,20,Third week,Traffic accident with injuries,Bypassing the red traffic light,1,IP75A IntersectionAl Sharqi (Muroor) - Street 29,IP75A IntersectionAl Sharqi (Muroor) - Street 29,Commercial area,Intersection,day,clear,Dry,Perpendicular Intersection,Perpendicular collision,UAE,Y,Driver,Driver's seat,Minor,18,M,Male,18,18 to 30 years,Jan,UAE,Sunday,12:55,PM,18 to 30 years,1,Hadbat Al Zafaran,Block 24-1,185,"After examining and inspecting the accident's site, the following was revealed:-
The vehicle that caused the accident was travelling from the west to the north in the crossroads taking the left lane. The afflicted vehicle was travelling from the east to the west taking the middle lane. The former ran the red light and collided from the right side with the front side of the afflicted vehicle. As shown in the diagram.","Al Muroor Street, the former Aswaq intersection",Yes,80,None,4
Abu Dhabi,Shaabiya Police Station,2013,January,20-01-13,Abu Dhabi,Internal road,1.0013E+11,20,Third week,Traffic accident with injuries,Bypassing the red traffic light,1,IP75A IntersectionAl Sharqi (Muroor) - Street 29,IP75A IntersectionAl Sharqi (Muroor) - Street 29,Commercial area,Intersection,day,clear,Dry,Perpendicular Intersection,Perpendicular collision,UAE,Y,Passenger,Front passenger seat,Minor,20,M,Male,20,18 to 30 years,Jan,UAE,Sunday,12:55,PM,18 to 30 years,1,Hadbat Al Zafaran,Block 24-1,185,"After examining and inspecting the accident's site, the following was revealed:-
The vehicle that caused the accident was travelling from the west to the north in the crossroads taking the left lane. The afflicted vehicle was travelling from the east to the west taking the middle lane. The former ran the red light and collided from the right side with the front side of the afflicted vehicle. As shown in the diagram.","Al Muroor Street, the former Aswaq intersection",Yes,80,None,4
Abu Dhabi,Khaldiya Police Station,2013,January,20-01-13,Abu Dhabi,Internal road,1.0013E+11,20,Third week,Traffic accident with injuries,Bypassing the red traffic light,1,IP63 IntersectionCorniche - Kaser Al Amwaj,IP63 IntersectionCorniche - Kaser Al Amwaj,Commercial area,Intersection,night - enough lights,clear,Dry,Perpendicular Intersection,Perpendicular collision,Austria,N,Passenger,Back passenger seat,Moderate,29,M,Male,29,18 to 30 years,Jan,Other,Sunday,18:50,PM,18 to 30 years,1,Ras Al Akhdar,Block 91-2,127,"the vehicle that caused the accident was travelling from the east to the west taking the second lane from the left. The afflicted vehicle was travelling from the east to the west taking the the second lane from the right. The former ran the red light and collided from the right side with the front side of the afflicted vehicle. As a result, the driver and the passengers of the former vehicle, the passengers of the afflicted vehicle were injured and material damages were caused to vehicles. As shown in the digram.","Corniche Street, inward, Marina Mall intersection",No,60,None,4
Abu Dhabi,Khaldiya Police Station,2013,January,20-01-13,Abu Dhabi,Internal road,1.0013E+11,20,Third week,Traffic accident with injuries,Bypassing the red traffic light,1,IP63 IntersectionCorniche - Kaser Al Amwaj,IP63 IntersectionCorniche - Kaser Al Amwaj,Commercial area,Intersection,night - enough lights,clear,Dry,Perpendicular Intersection,Perpendicular collision,Austria,N,Passenger,Back passenger seat,Minor,28,F,Female,28,18 to 30 years,Jan,Other,Sunday,18:50,PM,18 to 30 years,1,Ras Al Akhdar,Block 91-2,127,"the vehicle that caused the accident was travelling from the east to the west taking the second lane from the left. The afflicted vehicle was travelling from the east to the west taking the the second lane from the right. The former ran the red light and collided from the right side with the front side of the afflicted vehicle. As a result, the driver and the passengers of the former vehicle, the passengers of the afflicted vehicle were injured and material damages were caused to vehicles. As shown in the digram.","Corniche Street, inward, Marina Mall intersection",No,60,None,4
Abu Dhabi,Khaldiya Police Station,2013,January,20-01-13,Abu Dhabi,Internal road,1.0013E+11,20,Third week,Traffic accident with injuries,Bypassing the red traffic light,1,IP63 IntersectionCorniche - Kaser Al Amwaj,IP63 IntersectionCorniche - Kaser Al Amwaj,Commercial area,Intersection,night - enough lights,clear,Dry,Perpendicular Intersection,Perpendicular collision,UAE,N,Passenger,Front passenger seat,Minor,21,F,Female,21,18 to 30 years,Jan,UAE,Sunday,18:50,PM,18 to 30 years,1,Ras Al Akhdar,Block 91-2,127,"the vehicle that caused the accident was travelling from the east to the west taking the second lane from the left. The afflicted vehicle was travelling from the east to the west taking the the second lane from the right. The former ran the red light and collided from the right side with the front side of the afflicted vehicle. As a result, the driver and the passengers of the former vehicle, the passengers of the afflicted vehicle were injured and material damages were caused to vehicles. As shown in the digram.","Corniche Street, inward, Marina Mall intersection",No,60,None,4
Abu Dhabi,Khaldiya Police Station,2013,January,20-01-13,Abu Dhabi,Internal road,1.0013E+11,20,Third week,Traffic accident with injuries,Bypassing the red traffic light,1,IP63 IntersectionCorniche - Kaser Al Amwaj,IP63 IntersectionCorniche - Kaser Al Amwaj,Commercial area,Intersection,night - enough lights,clear,Dry,Perpendicular Intersection,Perpendicular collision,UAE,Y,Driver,Driver's seat,Minor,26,F,Female,26,18 to 30 years,Jan,UAE,Sunday,18:50,PM,18 to 30 years,1,Ras Al Akhdar,Block 91-2,127,"the vehicle that caused the accident was travelling from the east to the west taking the second lane from the left. The afflicted vehicle was travelling from the east to the west taking the the second lane from the right. The former ran the red light and collided from the right side with the front side of the afflicted vehicle. As a result, the driver and the passengers of the former vehicle, the passengers of the afflicted vehicle were injured and material damages were caused to vehicles. As shown in the digram.","Corniche Street, inward, Marina Mall intersection",Yes,60,None,4
Abu Dhabi,Khaldiya Police Station,2013,January,20-01-13,Abu Dhabi,Internal road,1.0013E+11,20,Third week,Traffic accident with injuries,Bypassing the red traffic light,1,IP63 IntersectionCorniche - Kaser Al Amwaj,IP63 IntersectionCorniche - Kaser Al Amwaj,Commercial area,Intersection,night - enough lights,clear,Dry,Perpendicular Intersection,Perpendicular collision,UAE,N,Passenger,Back passenger seat,Minor,24,M,Male,24,18 to 30 years,Jan,UAE,Sunday,18:50,PM,18 to 30 years,1,Ras Al Akhdar,Block 91-2,127,"the vehicle that caused the accident was travelling from the east to the west taking the second lane from the left. The afflicted vehicle was travelling from the east to the west taking the the second lane from the right. The former ran the red light and collided from the right side with the front side of the afflicted vehicle. As a result, the driver and the passengers of the former vehicle, the passengers of the afflicted vehicle were injured and material damages were caused to vehicles. As shown in the digram.","Corniche Street, inward, Marina Mall intersection",No,60,None,4
Abu Dhabi,Shaabiya Police Station,2013,January,20-01-13,Abu Dhabi,Internal road,1.0013E+11,20,Third week,Traffic accident with injuries,Bypassing the red traffic light,1,IP11A Street Salam (IntersectionFood Control Agency),IP11A Street Salam (IntersectionFood Control Agency),Govt. authority,Intersection,night - enough lights,clear,Dry,Perpendicular Intersection,Perpendicular collision,Jordan,Y,Driver,Driver's seat,Minor,51,M,Male,51,46 to 60 years,Jan,Arab States,Sunday,19:00,PM,46 to 60 years,1,Madinat Zayed (Abu Dhabi),Block 54-1,145,"After examining and inspecting the accident's site, the following was revealed:-
the vehicle that caused the accident was travelling from the east to the west making a left turn. The two afflicted vehicles were travelling from the east to the west. When they all reached the crossroads, the former collided from the front side with the left side of the first afflicted vehicle after running the red light. The powerful impact lead the first afflicted vehicle to spin and collide from the left side with the front side of the second afflicted vehicle. The accident was diagrammed as shown.",Abu Dhabi Municipality intersection,Yes,60,None,3
Abu Dhabi,Shaabiya Police Station,2013,January,20-01-13,Abu Dhabi,Internal road,1.0013E+11,20,Third week,Traffic accident with injuries,Speedy without taking road conditions into account,1,Street Salam (8),Street Salam (8),Bridge / Tunnel,Double road,night - enough lights,clear,Dry,Not on Intersection,Side collision,Pakistan,Y,Driver,Driver's seat,Minor,41,M,Male,41,31 to 45 years,Jan,Asian States,Sunday,19:40,PM,31 to 45 years,1,Qasr Al Bahar,Block 75-1,12,"After examining and inspecting the accident's site, the following was revealed:-
the vehicles were travelling from the east to the west. the vehicle that caused the accident was speeding and was surprised by the first afflicted vehicle sudden appearance. The former tried to avoid it but but end up colliding from the front side corner with the back left side of the first afflicted vehicle. The powerful impact lead the former to spin and collide from the front side with left side of the second afflicted vehicle then crash into the side-walk. Then they all stopped. As shown in the digram. ",Qasr Al Bahar Tunnel,Yes,80,None,4
Abu Dhabi,Al Madina Police Station,2013,January,22-01-13,Abu Dhabi,Internal road,1.0013E+11,22,Fourth week,Traffic accident with injuries,Bypassing the red traffic light,1,IP39 IntersectionHamdan Bin Mohamed - Street10,IP39 IntersectionHamdan Bin Mohamed - Street10,Hospital,Highway,night - enough lights,clear,Dry,Perpendicular Intersection,Perpendicular collision,Palestine,Y,Driver,Driver's seat,Minor,27,F,Female,27,18 to 30 years,Jan,Arab States,Tuesday,23:07,PM,18 to 30 years,1,Mina,Block 72-1,102,"After examining and inspecting the accident's site, the following was revealed:-
the vehicle that caused the accident was travelling from the west to the east taking the second lane from the left. The afflicted vehicle was travelling from the north to the south taking the second lane from the right. The former vehicle ran the red light and collided from the left side with the front side of the afflicted vehicle. as a result, the driver of the afflicted vehicle was injured and material damages were caused to the vehicle. As shown in the diagram.",Mudakhenin center intersection,Yes,60,None,3
Abu Dhabi,Al Madina Police Station,2013,January,22-01-13,Abu Dhabi,Internal road,1.0013E+11,22,Fourth week,Traffic accident with injuries,Not observing the stop sign,1,Street Hamdan Bin Mohamed(5),Street Hamdan Bin Mohamed(5),Commercial area,Intersection,day,clear,Dry,Perpendicular Intersection,Perpendicular collision,Pakistan,Y,Driver,Driver's seat,Moderate,53,M,Male,53,46 to 60 years,Jan,Asian States,Tuesday,10:50,AM,46 to 60 years,1,Markaziya,Block 52-1,26,"After examining and inspecting the accident's site, the following was revealed:- the vehicle that caused the accident was travelling from the south to the north taking the right lane. The afflicted vehicle was travelling from the east to the west taking the right lane. When they reached the crossroads, which was organized by traffic signs “stop”, the former vehicle didn’t follow the sign and collided from the front side with left side of the afflicted vehicle (motorcycle). as a result, the driver of the afflicted vehicle was injured and material damages were caused to the vehicles. As shown in the diagram. ",Side Street from Hamdan Street,Yes,40,None,2
Abu Dhabi,Khaldiya Police Station,2013,January,22-01-13,Abu Dhabi,Internal road,1.0013E+11,22,Fourth week,Traffic accident with injuries,Bypassing the red traffic light,1,IP135 IntersectionArabian Gulf - Al Saada,IP135 IntersectionArabian Gulf - Al Saada,Residential area,Highway,day,clear,Dry,Multiple leg Intersection,Perpendicular collision,UAE,Y,Driver,Driver's seat,Moderate,41,M,Male,41,31 to 45 years,Jan,UAE,Tuesday,15:30,PM,31 to 45 years,1,Mushrif,Block 79-2,134,"After examining and inspecting the accident's site, the following was revealed:-
the vehicle that caused the accident was travelling from the south to the north and the afflicted vehicle was travelling from the north and turning to the east. The former after running the red light collided from the front side with the front side of the afflicted vehicle. As shown in the digram.",Saeed bin Tahnoun intersection,Yes,80,None,
Abu Dhabi,Shaabiya Police Station,2013,January,22-01-13,Abu Dhabi,Internal road,1.0013E+11,22,Fourth week,Traffic accident with injuries,Speedy without taking road conditions into account,1,Street Salam (8),Street Salam (8),Commercial area,Single road,day,clear,Dry,Not on Intersection,Person run over,UAE,N,Pedestrian,No passenger,Minor,23,M,Male,23,18 to 30 years,Jan,UAE,Tuesday,17:00,PM,18 to 30 years,1,Markaziya,Block 52-1,12,"After examining and inspecting the accident's site, the following was revealed:- 
the vehicle that caused the accident was travelling from the west to the east taking the right lane. The victim was crossing from the north to the south. The former was speeding and violated the pedestrian rules then he committed a hit and run with the front side of his vehicle. as a result the victim was injured and the driver ran away. As shown in the diagram. ","Tourist Club, behind Zahret Lebanon",No,40,"Cross, but not on the crosswalk",2
Abu Dhabi,Shaabiya Police Station,2013,January,24-01-13,Abu Dhabi,Internal road,1.0013E+11,24,Fourth week,Traffic accident with injuries,Bypassing the red traffic light,1,IP11 IntersectionZayed Al Awal - Salam,IP11 IntersectionZayed Al Awal - Salam,Commercial area,Intersection,day,????,Dry,Perpendicular Intersection,Perpendicular collision,Tunisia,Y,Passenger,Back passenger seat,Minor,28,M,Male,28,18 to 30 years,Jan,Arab States,Thursday,7:40,AM,18 to 30 years,1,Markaziya,Block 53-1,98,"After examining and inspecting the accident's site, the following was revealed:- 
the vehicle that caused the accident was travelling from the west to the east taking the middle lane. The afflicted vehicle was travelling from the east to the west taking the second lane from the left while turning to the north. The former vehicle ran the read light and collided from the left side with the front side of the afflicted vehicle. The powerful impact lead the former to spin drifting 15 meters away to stop in the far left lane. as a result, the two parties were injured and material damages were caused to the vehicles. The accident was diagrammed and everything was settled. ","The intersection of Salam Street with Zayed Al Awal Street, the intersection of Sari El Din",Yes,60,None,5
Abu Dhabi,Shaabiya Police Station,2013,January,24-01-13,Abu Dhabi,Internal road,1.0013E+11,24,Fourth week,Traffic accident with injuries,Bypassing the red traffic light,1,IP11 IntersectionZayed Al Awal - Salam,IP11 IntersectionZayed Al Awal - Salam,Commercial area,Intersection,day,????,Dry,Perpendicular Intersection,Perpendicular collision,Portugal,N,Passenger,Back passenger seat,Minor,34,F,Female,34,31 to 45 years,Jan,Other,Thursday,7:40,AM,31 to 45 years,1,Markaziya,Block 53-1,98,"After examining and inspecting the accident's site, the following was revealed:- 
the vehicle that caused the accident was travelling from the west to the east taking the middle lane. The afflicted vehicle was travelling from the east to the west taking the second lane from the left while turning to the north. The former vehicle ran the read light and collided from the left side with the front side of the afflicted vehicle. The powerful impact lead the former to spin drifting 15 meters away to stop in the far left lane. as a result, the two parties were injured and material damages were caused to the vehicles. The accident was diagrammed and everything was settled.","The intersection of Salam Street with Zayed Al Awal Street, the intersection of Sari El Din",No,60,None,5
Abu Dhabi,Shaabiya Police Station,2013,January,24-01-13,Abu Dhabi,Internal road,1.0013E+11,24,Fourth week,Traffic accident with injuries,Bypassing the red traffic light,1,IP11 IntersectionZayed Al Awal - Salam,IP11 IntersectionZayed Al Awal - Salam,Commercial area,Intersection,day,????,Dry,Perpendicular Intersection,Perpendicular collision,Egypt,Y,Passenger,Front passenger seat,Moderate,53,F,Female,53,46 to 60 years,Jan,Arab States,Thursday,7:40,AM,46 to 60 years,1,Markaziya,Block 53-1,98,"After examining and inspecting the accident's site, the following was revealed:- 
the vehicle that caused the accident was travelling from the west to the east taking the middle lane. The afflicted vehicle was travelling from the east to the west taking the second lane from the left while turning to the north. The former vehicle ran the read light and collided from the left side with the front side of the afflicted vehicle. The powerful impact lead the former to spin drifting 15 meters away to stop in the far left lane. as a result, the two parties were injured and material damages were caused to the vehicles. The accident was diagrammed and everything was settled.","The intersection of Salam Street with Zayed Al Awal Street, the intersection of Sari El Din",Yes,60,None,5
Abu Dhabi,Shaabiya Police Station,2013,January,24-01-13,Abu Dhabi,Internal road,1.0013E+11,24,Fourth week,Traffic accident with injuries,Bypassing the red traffic light,1,IP11 IntersectionZayed Al Awal - Salam,IP11 IntersectionZayed Al Awal - Salam,Commercial area,Intersection,day,????,Dry,Perpendicular Intersection,Perpendicular collision,Syria,Y,Driver,Driver's seat,Minor,36,M,Male,36,31 to 45 years,Jan,Arab States,Thursday,7:40,AM,31 to 45 years,1,Markaziya,Block 53-1,98,"After examining and inspecting the accident's site, the following was revealed:- 
the vehicle that caused the accident was travelling from the west to the east taking the middle lane. The afflicted vehicle was travelling from the east to the west taking the second lane from the left while turning to the north. The former vehicle ran the read light and collided from the left side with the front side of the afflicted vehicle. The powerful impact lead the former to spin drifting 15 meters away to stop in the far left lane. as a result, the two parties were injured and material damages were caused to the vehicles. The accident was diagrammed and everything was settled.","The intersection of Salam Street with Zayed Al Awal Street, the intersection of Sari El Din",Yes,60,None,5
Abu Dhabi,Shaabiya Police Station,2013,January,24-01-13,Abu Dhabi,Internal road,1.0013E+11,24,Fourth week,Traffic accident with injuries,Bypassing the red traffic light,1,IP11 IntersectionZayed Al Awal - Salam,IP11 IntersectionZayed Al Awal - Salam,Commercial area,Intersection,day,????,Dry,Perpendicular Intersection,Perpendicular collision,Egypt,Y,Driver,Driver's seat,Minor,19,F,Female,19,18 to 30 years,Jan,Arab States,Thursday,7:40,AM,18 to 30 years,1,Markaziya,Block 53-1,98,"After examining and inspecting the accident's site, the following was revealed:- 
the vehicle that caused the accident was travelling from the west to the east taking the middle lane. The afflicted vehicle was travelling from the east to the west taking the second lane from the left while turning to the north. The former vehicle ran the read light and collided from the left side with the front side of the afflicted vehicle. The powerful impact lead the former to spin drifting 15 meters away to stop in the far left lane. as a result, the two parties were injured and material damages were caused to the vehicles. The accident was diagrammed and everything was settled.","The intersection of Salam Street with Zayed Al Awal Street, the intersection of Sari El Din",Yes,60,None,5
Abu Dhabi,Khaldiya Police Station,2013,January,25-01-13,Abu Dhabi,Internal road,1.0013E+11,25,Fourth week,Traffic accident with injuries,Entering main road without traffic clearance,1,Street Zayed Al Awal(7),Street Zayed Al Awal(7),Commercial area,Double road,night - enough lights,clear,Dry,Not on or around 20 meters,deterioration,Egypt,N,Driver,Driver's seat,Moderate,31,M,Male,31,31 to 45 years,Jan,Arab States,Friday,0:00,PM,31 to 45 years,1,Khaldiya,Block 73-2,25,"After examining and inspecting the accident's site, the following was revealed:-
 The afflicted vehicle (motorcycle) was travelling from the north to the south taking the right lane. The vehicle that caused the accident was exiting ADNOC fuel station to the main road without checking if other vehicles were coming. The former was surprised by the sudden appearance of the vehicle that caused the accident and when he tried to avoid the vehicle his motorcycle crashed. as a result, the motorcycle driver was moderately injured and a material damage was caused to his vehicle. The accident was diagrammed and everything was settled.  ","Zayed Al Awal Street, after the Prestige intersection, opposite the petrol station towards the BMW intersection",No,60,None,4
Abu Dhabi,Al Madina Police Station,2013,January,25-01-13,Abu Dhabi,Internal road,1.0013E+11,25,Fourth week,Traffic accident with injuries,Not giving priority to pedestrian crossing,1,Street Hamdan Bin Mohamed(5),Street Hamdan Bin Mohamed(5),Commercial area,Single road,night - enough lights,clear,Dry,Not on Intersection,Person run over,Egypt,N,Pedestrian,No passenger,Moderate,3,M,Male,3,1 to 7 years,Jan,Arab States,Friday,19:35,PM,Below 18 years,1,Markaziya,Block 53-1,26,"After examining and inspecting the accident's site, the following was revealed:-
the vehicle that caused the accident was travelling from the north to the south. The victim was crossing the road from the cross-walk. The former was surprised by the sudden appearance of the victim and because he didn't follow the pedestrian rules, he hit the victim with his car. The accident was diagrammed.                         ",UAE public markets parking,No,40,Cross on the crosswalk of the intersection,1
Abu Dhabi,Khaldiya Police Station,2013,January,26-01-13,Abu Dhabi,Internal road,1.0013E+11,26,Fourth week,Traffic accident with injuries,Speedy without taking road conditions into account,1,Rashed Bin Saeed Al-Maktoum Street (2),Rashed Bin Saeed Al-Maktoum Street (2),Commercial area,Side parking,day,clear,Dry,Not on Intersection,Person run over,India,N,Pedestrian,No passenger,Minor,57,M,Male,57,46 to 60 years,Jan,Asian States,Saturday,10:15,AM,46 to 60 years,1,Karama,Block 16-2,14,"After examining and inspecting the accident's site, the following was revealed:-
the vehicle that caused the accident was travelling from the west to the east in a side parking lot next to Al-Sheikh Rashed bin saied. the victim was crossing the street from the west to the east from the middle of the street. The driver wasn’t paying attention and because he violated the pedestrian rules, he hit the the victim with the frond right side of his vehicle. As a result, the victim was moderately injured. As shown in the diagram.",Opposite Al-Ghanim Real Estate Management,No,20,"Cross, there's no crosswalk",1
Abu Dhabi,Khaldiya Police Station,2013,January,26-01-13,Abu Dhabi,Internal road,1.0013E+11,26,Fourth week,Traffic accident with injuries,Bypassing the red traffic light,1,IP6A Zayed Al Awal,IP6A Zayed Al Awal,Commercial area,Intersection,night - enough lights,clear,Dry,Perpendicular Intersection,Perpendicular collision,Lebanon,N,Passenger,Front passenger seat,Moderate,27,M,Male,27,18 to 30 years,Jan,Arab States,Saturday,22:48,PM,18 to 30 years,1,Al Khabira,Block 93-2,95,"After examining and inspecting the accident's site, the following was revealed:-

The vehicle the vehicle that caused the accident was travelling from the south to the north taking a left turn. The afflicted vehicle was travelling from the north to the south. The former ran the red light and collided from right side with the front side of the afflicted vehicle, leading the former vehicle to drift to the front and crash into the traffic light pole. as a result, material damages we caused to the vehicles and the state’s  properties. The accident was diagrammed and everything is settled. ","Zayed Al Awal Street, intersection with First Gulf Bank",No,60,None,4
Abu Dhabi,Khaldiya Police Station,2013,January,27-01-13,Abu Dhabi,Internal road,1.0013E+11,27,Fourth week,Traffic accident with injuries,Bypassing the red traffic light,1,IP46A IntersectionKarama - Delma,IP46A IntersectionKarama - Delma,Residential area,Highway,night - enough lights,clear,Dry,Perpendicular Intersection,Perpendicular collision,Sudan,N,Passenger,bike passenger,Minor,15,M,Male,15,8 to 17 years,Jan,Arab States,Sunday,22:40,PM,Below 18 years,1,Karama,Block 16-2,171,"After examining and inspecting the accident's site, the following was revealed:-
the vehicle that caused the accident (motorcycle) was travelling from the west to the east taking the right lane. The afflicted vehicle was travelling from the north to the south taking the the second lane from the left. The former vehicle ran the red light and collided from the front side with the left side of the afflicted vehicle. as a result, the driver of the former vehicle was injured and a material damages were caused to the vehicles and the state’s properties. As shown in the diagram.",Delma Street intersection with Karama Street,No,60,None,3
Abu Dhabi,Khaldiya Police Station,2013,January,27-01-13,Abu Dhabi,Internal road,1.0013E+11,27,Fourth week,Traffic accident with injuries,Bypassing the red traffic light,1,IP46A IntersectionKarama - Delma,IP46A IntersectionKarama - Delma,Residential area,Highway,night - enough lights,clear,Dry,Perpendicular Intersection,Perpendicular collision,Somalia,Y,Driver,Driver's seat,Moderate,15,M,Male,15,8 to 17 years,Jan,Arab States,Sunday,22:40,PM,Below 18 years,1,Karama,Block 16-2,171,"After examining and inspecting the accident's site, the following was revealed:-
the vehicle that caused the accident (motorcycle) was travelling from the west to the east taking the right lane. The afflicted vehicle was travelling from the north to the south taking the the second lane from the left. The former vehicle ran the red light and collided from the front side with the left side of the afflicted vehicle. as a result, the driver of the former vehicle was injured and a material damages were caused to the vehicles and the state’s properties. As shown in the diagram.",Delma Street intersection with Karama Street,Yes,60,None,3
Abu Dhabi,Khaldiya Police Station,2013,January,28-01-13,Abu Dhabi,Internal road,1.0013E+11,28,Fourth week,Traffic accident with injuries,Bypassing the red traffic light,1,IP59 IntersectionArabian Gulf - Mohamed Bin Khalifa,IP59 IntersectionArabian Gulf - Mohamed Bin Khalifa,Residential area,Intersection,night - enough lights,clear,Dry,Half Perpendicular Intersection,Perpendicular collision,UAE,Y,Driver,Driver's seat,Minor,18,M,Male,18,18 to 30 years,Jan,UAE,Monday,7:41,AM,18 to 30 years,1,Rawdah,Block 77-2,177,"After examining and inspecting the accident's site, the following was revealed:-.
the vehicle that caused the accident was travelling from the east and turning to the south taking the second lane from the left. The two afflicted vehicles were both travelling from the west to the east. The former ran the red light and and collided from the right front side with the front side of both of the vehicles. as a result, parties were injured and material damages were caused to the vehicles. As shown in the diagram. ",The intersection of Arabian Gulf Street with Muhammad Bin Khalifa Street,Yes,60,None,
Abu Dhabi,Khaldiya Police Station,2013,January,28-01-13,Abu Dhabi,Internal road,1.0013E+11,28,Fourth week,Traffic accident with injuries,Bypassing the red traffic light,1,IP59 IntersectionArabian Gulf - Mohamed Bin Khalifa,IP59 IntersectionArabian Gulf - Mohamed Bin Khalifa,Residential area,Intersection,night - enough lights,clear,Dry,Half Perpendicular Intersection,Perpendicular collision,Bangladesh,Y,Driver,Driver's seat,Minor,37,M,Male,37,31 to 45 years,Jan,Asian States,Monday,7:41,AM,31 to 45 years,1,Rawdah,Block 77-2,177,"After examining and inspecting the accident's site, the following was revealed:-.
the vehicle that caused the accident was travelling from the east and turning to the south taking the second lane from the left. The two afflicted vehicles were both travelling from the west to the east. The former ran the red light and and collided from the right front side with the front side of both of the vehicles. as a result, parties were injured and material damages were caused to the vehicles. As shown in the diagram.",The intersection of Arabian Gulf Street with Muhammad Bin Khalifa Street,Yes,60,None,
Abu Dhabi,Khaldiya Police Station,2013,January,28-01-13,Abu Dhabi,Internal road,1.0013E+11,28,Fourth week,Traffic accident with injuries,Bypassing the red traffic light,1,IP59 IntersectionArabian Gulf - Mohamed Bin Khalifa,IP59 IntersectionArabian Gulf - Mohamed Bin Khalifa,Residential area,Intersection,night - enough lights,clear,Dry,Half Perpendicular Intersection,Perpendicular collision,Bangladesh,Y,Passenger,Back passenger seat,Minor,42,M,Male,42,31 to 45 years,Jan,Asian States,Monday,7:41,AM,31 to 45 years,1,Rawdah,Block 77-2,177,"After examining and inspecting the accident's site, the following was revealed:-.
the vehicle that caused the accident was travelling from the east and turning to the south taking the second lane from the left. The two afflicted vehicles were both travelling from the west to the east. The former ran the red light and and collided from the right front side with the front side of both of the vehicles. as a result, parties were injured and material damages were caused to the vehicles. As shown in the diagram.",The intersection of Arabian Gulf Street with Muhammad Bin Khalifa Street,Yes,60,None,
Abu Dhabi,Khaldiya Police Station,2013,January,28-01-13,Abu Dhabi,Internal road,1.0013E+11,28,Fourth week,Traffic accident with injuries,Sudden deviation,1,Khalifa Bin Shakhbout Street (28),Khalifa Bin Shakhbout Street (28),Residential area,Double road,day,clear,Dry,Not on or around 20 meters,Side collision,Yemen,Y,Driver,Driver's seat,Minor,24,M,Male,24,18 to 30 years,Jan,GCC,Monday,11:25,AM,18 to 30 years,1,Mushrif,Block 38-2,18,"After examining and inspecting the accident's site, the following was revealed:- the vehicle that caused the accident was travelling from the west to the east taking the far left lane. The afflicted vehicle was travelling to the same direction while taking the the far right lane. The former suddenly switched lanes from the far left to the far right and collided from the right front side with the the left front side of the afflicted vehicle then the former drifted to the right and crashed into the road triangle and again into a traffic sign pole. as a result, the drivers were injured and material damages were caused to the vehicles. The accident was diagrammed. ","Khalifa bin Shakhbout Street before the intersection of the disabled, inward",Yes,60,None,3
Abu Dhabi,Khaldiya Police Station,2013,January,28-01-13,Abu Dhabi,Internal road,1.0013E+11,28,Fourth week,Traffic accident with injuries,Sudden deviation,1,Khalifa Bin Shakhbout Street (28),Khalifa Bin Shakhbout Street (28),Residential area,Double road,day,clear,Dry,Not on or around 20 meters,Side collision,Kazakhstan,Y,Driver,Driver's seat,Minor,51,F,Female,51,46 to 60 years,Jan,Other,Monday,11:25,AM,46 to 60 years,1,Mushrif,Block 38-2,18,"After examining and inspecting the accident's site, the following was revealed:- the vehicle that caused the accident was travelling from the west to the east taking the far left lane. The afflicted vehicle was travelling to the same direction while taking the the far right lane. The former suddenly switched lanes from the far left to the far right and collided from the right front side with the the left front side of the afflicted vehicle then the former drifted to the right and crashed into the road triangle and again into a traffic sign pole. as a result, the drivers were injured and material damages were caused to the vehicles. The accident was diagrammed.","Khalifa bin Shakhbout Street before the intersection of the disabled, inward",Yes,60,None,3
Abu Dhabi,Khaldiya Police Station,2013,January,28-01-13,Abu Dhabi,Internal road,1.0013E+11,28,Fourth week,Traffic accident with injuries,Speedy without taking road conditions into account,1,IP134 IntersectionAl Saada - Street 32,IP134 IntersectionAl Saada - Street 32,Residential area,Intersection,day,clear,Dry,Perpendicular Intersection,deterioration,UAE,Y,Passenger,Front passenger seat,Minor,24,M,Male,24,18 to 30 years,Jan,UAE,Monday,13:40,PM,18 to 30 years,1,Mushrif,Block 79-2,135,"After examining and inspecting the accident's site, the following was revealed:- 
the vehicle that caused the accident was travelling from the west to the east taking the middle lane and turning to the north. And while making a turn from Sheikh Sultan street to Al-Saada street, the driver lost control of his vehicle because he was speeding. Which made the vehicle roll-over 30 meters away then crash into the side-walk and landing on its right side. As a result, the driver was injured and material damages were  caused to the vehicle and the state’s properties. As shown in the diagram.  ",The intersection of Al Saada Street with Sheikh Sultan Street (Al Hudayriat intersection),Yes,60,None,3
