Emirate,Police Station,Year,Month,Date,City,Road,Report Number,Day,Week,Report type,Reasons,Computed,Streets,Street,Place,Location,lighting,Weather,Road surface,Intersection,Accident Type,Nationalities,Seat Belt,Injured person position,Injured person's seat,Degree of the injury,Age of the injured,Gender,Gender of the injured,Inp Age,Age Group,Date - Month,Nationality of the Injured person,Day,Iac Rep Time,Time,Age Group - Ministry,Computed2,Area,Block,Str Code,Accident Description,Location,Fasten seat belt,Road speed limit,Pedestrian action,Number of Lanes
Abu Dhabi,Shaabiya Police Station,2011,January,05-01-11,Abu Dhabi,Internal road,1.0011E+11,5,First week,Traffic accident with injuries,Ignoring road lane,1,Al Saada Street,Al Saada Street,Govt. authority,Double road,day,clear,Dry,Not on or around 20 meters,Hitting a stationary object on the road,UAE,N,Passenger,Back passenger seat,Minor,7,F,Female,7,1 to 7 years,Jan,UAE,Wednesday,7:00,AM,Below 18 years,1,Hadbat Al Zafaran,Block 40-1,20,"3837.                   After detection and inspecting the site of the accident, the following became clear to me: While the parties were moving from the north towards the south. Meanwhile, the offender was moving in the right side, the first victim was the middle one, and the third victim walked the left, while they were moving and due to the lack of attention of the perpetrator and his sudden deviation, he collided with his right front tire on the right side pavement so the driver lost his control over the vehicle and his vehicle veered and crossed the road on the middle lane to collide the driver of the vehicle ""the first victim"" which collided with the front of his vehicle on the left rear side, then the first damaged vehicle continued to veer to collide causing vehicle both of them had been veered and hit the pavement and they ascended the separating island, then collides with its front and right front side with the palm tree and settles in this position and the causing vehicle settles on the pier of the separating island. The accident resulted in the injury of 9 students who were taken to hospital. The accident occurred like that.",Al Saada Street - opposite the Technical Faculty,No,60,None,3
Abu Dhabi,Shaabiya Police Station,2011,January,05-01-11,Abu Dhabi,Internal road,1.0011E+11,5,First week,Traffic accident with injuries,Speedy without taking road conditions into account,1,Street Zayed Al Awal(7),Street Zayed Al Awal(7),Commercial area,Double road,day,clear,Dry,Not on Intersection,Person run over,Philippines,N,Pedestrian,No passenger,Moderate,37,F,Female,37,31 to 45 years,Jan,Asian States,Wednesday,8:55,AM,31 to 45 years,1,Madinat Zayed (Abu Dhabi),Block 14-1,25,"3838.                   After detection and inspecting the accident’s site by the policeman (the person who made the chart of the accident) found the following: While the first causing vehicle was moving from the south towards the north and the run-over person was moving on foot who is coming from the east to the west on the main street, and because of the speed without taking into account the road conditions by the first offending driver and crossing in a place not intended for pedestrian crossing by the pedestrian, the second causing vehicle collided with an object. The run-over person, the second cause, the accident resulted in the injury of the driver and the vehicle, knowing that there is a hole in the iron fence separating the two streets and a pedestrian crossing tunnel near it. According to the chart, the accident occurred.",Tourist Club Zayed Al Awal Street - in front of Karaz,No,60,"Cross, there's no crosswalk",3
Abu Dhabi,Shaabiya Police Station,2011,January,05-01-11,Abu Dhabi,Internal road,1.0011E+11,5,First week,Traffic accident with injuries,Speedy without taking road conditions into account,1,Street Zayed Al Awal(7),Street Zayed Al Awal(7),Commercial area,Double road,day,clear,Dry,Not on Intersection,Person run over,India,N,Driver,Driver's seat,Minor,31,M,Male,31,31 to 45 years,Jan,Asian States,Wednesday,8:55,AM,31 to 45 years,1,Madinat Zayed (Abu Dhabi),Block 14-1,25,"3839.                   After detection and inspecting the accident’s site by the policeman (the person who made the chart of the accident) found the following: While the first causing vehicle was moving from the south towards the north and the run-over person was moving on foot who is coming from the east to the west on the main street, and because of the speed without taking into account the road conditions by the first offending driver and crossing in a place not intended for pedestrian crossing by the pedestrian, the second causing vehicle collided with an object. The run-over person, the second cause, the accident resulted in the injury of the driver and the vehicle, knowing that there is a hole in the iron fence separating the two streets and a pedestrian crossing tunnel near it. According to the chart, the accident occurred.",Tourist Club Zayed Al Awal Street - in front of Karaz,No,60,None,3
Abu Dhabi,Al Madina Police Station,2011,January,06-01-11,Abu Dhabi,Internal road,1.0011E+11,6,First week,Traffic accident with injuries,Speedy without taking road conditions into account,1,Street Hamdan Bin Mohamed(5),Street Hamdan Bin Mohamed(5),Commercial area,Two-way road,night - enough lights,clear,Dry,Not on or around 20 meters,Person run over,Pakistan,N,Pedestrian,No passenger,Moderate,25,M,Male,25,18 to 30 years,Jan,Asian States,Thursday,22:50,PM,18 to 30 years,1,Markaziya,Block 12-1,26,"3840.                   After detection and inspecting the person who made the chart of the accident, found the following: - While the causing vehicle was coming from the west towards the east, and while the run-over person was coming from the south towards the north, and due to the speed without taking into account the road conditions, the driver of the vehicle who was causing the vehicle to cross the road was surprised by running it over with the front of his vehicle with the body of the one who was run over, and according to the chart, the accident was charted and the necessary action was taken.","Al Markaziyah Area, Hamdan Street (side street) between Liwa Center and Novotel Hotel",No,40,"Cross, there's no crosswalk",2
Abu Dhabi,Khaldiya Police Station,2011,January,07-01-11,Abu Dhabi,Internal road,1.0011E+11,7,First week,Traffic accident with injuries,under influence of intoxicant or narcotic drug,1,Street Karama(24),Street Karama(24),Residential area,Double road,night - enough lights,clear,Dry,Roundabout,Hitting a stationary object off the road,Kazakhstan,Y,Driver,Driver's seat,Moderate,36,F,Female,36,31 to 45 years,Jan,Other,Friday,2:00,PM,31 to 45 years,1,Karama,Block 16-2,15,"3841.                   After detection and inspecting the person who made the chart of the accident, found the following: The causing vehicle coming from the west towards the east is taking the middle path, and because of the driving under the influence of alcoholic drinks, the driver collided with the front of her vehicle being dizzy. The accident resulted in the injury of the driver who caused a minor injury. She received treatment and left the hospital, as well as material damage to the indicative plate, weeds, a sidewalk, and damage to the vehicle causing the accident. He took the necessary action","Karama Street, Al Diafah Palace Roundabout",Yes,60,None,3
Abu Dhabi,Shaabiya Police Station,2011,January,09-01-11,Abu Dhabi,Internal road,1.0011E+11,9,Second week,Traffic accident with injuries,Misuse of traffic,1,Street Hamdan Bin Mohamed(5),Street Hamdan Bin Mohamed(5),Commercial area,Car parking,night - enough lights,clear,Dry,Not on Intersection,Person run over,India,N,Pedestrian,No passenger,Moderate,29,F,Female,29,18 to 30 years,Jan,Asian States,Sunday,6:55,AM,18 to 30 years,1,Markaziya,Block 52-1,26,"3842.                   While the run over person is coming from the west towards the east and it was in the parking lots after it crossed the pedestrian lines, and the causing vehicle was coming from the south towards the north and due to the lack of estimation for the road users, the run over accident occurred that caused the harm. The accident resulted in a crushed injury with a moderate injury. The site of the accident was stated and the accident was conducted.",Parking,No,40,"Cross, there's no crosswalk",1
Abu Dhabi,Al Madina Police Station,2011,January,10-01-11,Abu Dhabi,Internal road,1.0011E+11,10,Second week,Traffic accident with injuries,Speedy without taking road conditions into account,1,Street Mina(3),Street Mina(3),Commercial area,Double road,day,clear,Dry,Not on or around 20 meters,Hitting a stationary object off the road,UAE,Y,Driver,Driver's seat,Severe,37,F,Female,37,31 to 45 years,Jan,UAE,Monday,9:45,AM,31 to 45 years,1,Mina,Block 91-1,30,"3843.                   After detection and inspecting the policeman who was making the chart of the accident, the following was revealed: The vehicle causing the driver was coming from the west towards the east and moving the right lane, and because of the speed without taking into account the road conditions of the driver, who caused the driver to deviate and collide with the front of her vehicle with the concrete barrier. The accident resulted in the injury of the driver who caused the hospital to be admitted to the hospital in an average general condition as well as material damage to one concrete barrier and material damage to the vehicle.","Al Mina Street, before Sheikh Khalifa Bridge, Saadiyat Island side",Yes,60,None,4
Abu Dhabi,Khaldiya Police Station,2011,January,11-01-11,Abu Dhabi,Internal road,1.0011E+11,11,Second week,Traffic accident with injuries,Bypassing the red traffic light,1,IP7A IntersectionCorniche - Arabian Gulf,IP7A IntersectionCorniche - Arabian Gulf,Commercial area,Intersection,night - enough lights,clear,Dry,Half Perpendicular Intersection,Perpendicular collision,Philippines,Y,Driver,Driver's seat,Moderate,37,F,Female,37,31 to 45 years,Jan,Asian States,Tuesday,18:08,PM,31 to 45 years,1,Khaldiya,Block 73-2,125,"3844.                   After detection and inspecting the policeman who was making the chart of the accident for the theatre, the following was revealed: While the causing vehicle was coming from the west heading towards the north through the intersection and the damaged vehicle was coming from the east towards the west, and due to the red traffic light (arrow) bypassed by the causing vehicle, the causing vehicle collided with its front end on the front left side of the damaged vehicle, according to the chart, the accident occurred.",Abu Dhabi National Bank Intersection,Yes,60,None,3
Abu Dhabi,Khaldiya Police Station,2011,January,14-01-11,Abu Dhabi,Internal road,1.0011E+11,14,Second week,Traffic accident with injuries,under influence of intoxicant or narcotic drug,1,Street Falah(9),Street Falah(9),Hospital,Double road,night - enough lights,clear,Dry,Not on or around 20 meters,Perpendicular collision,UAE,Y,Driver,Driver's seat,Minor,40,M,Male,40,31 to 45 years,Jan,UAE,Friday,2:45,PM,31 to 45 years,1,Manhal,Block 14-2,24,"3845.                   After detection and inspecting the accident site, the following became clear: The vehicle that is causing the accident before the accident was coming from the east to the west, and because of the driver driving under the influence of intoxicants, the vehicle veered to the right and its front collided with the side sidewalk and then rushed forward and climbed from the sidewalk and collided its front with a palm tree and then settled on the weeds and thus the accident occurred","Al-Manhal Street, near Sheikh Khalifa Hospital",Yes,60,None,3
Abu Dhabi,Shaabiya Police Station,2011,January,14-01-11,Abu Dhabi,Internal road,1.0011E+11,14,Second week,Traffic accident with injuries,Bypassing the red traffic light,1,IP75A IntersectionAl Sharqi (Muroor) - Street 29,IP75A IntersectionAl Sharqi (Muroor) - Street 29,Commercial area,Intersection,night - enough lights,clear,Dry,Perpendicular Intersection,Perpendicular collision,Sultanate of Oman,Y,Passenger,Front passenger seat,Moderate,57,M,Male,57,46 to 60 years,Jan,GCC,Friday,21:15,PM,46 to 60 years,1,Hadbat Al Zafaran,Block 24-1,185,"3846.                   After discovering and inspecting the site of the accident, the following became evident: - The causing vehicle is coming from the west, turning towards the north, and the damaged vehicle is coming from the east to the west. The offending driver and his companion and two passengers were with the injured person, as well as material damage to the two vehicles, according to the chart, the accident occurred.","Al Dhafra Street, Al-Aswaq intersection",Yes,80,None,3
Abu Dhabi,Shaabiya Police Station,2011,January,14-01-11,Abu Dhabi,Internal road,1.0011E+11,14,Second week,Traffic accident with injuries,Bypassing the red traffic light,1,IP75A IntersectionAl Sharqi (Muroor) - Street 29,IP75A IntersectionAl Sharqi (Muroor) - Street 29,Commercial area,Intersection,night - enough lights,clear,Dry,Perpendicular Intersection,Perpendicular collision,Sultanate of Oman,Y,Driver,Driver's seat,Minor,41,M,Male,41,31 to 45 years,Jan,GCC,Friday,21:15,PM,31 to 45 years,1,Hadbat Al Zafaran,Block 24-1,185,"3847.                   After detection and inspecting the site of the accident, the following became evident: - The causing vehicle is coming from the west, turning towards the north, and the damaged vehicle is coming from the east to the west. The offending driver and his companion and two passengers were with the injured person, as well as material damage to the two vehicles, according to the chart, the accident occurred.","Al Dhafra Street, Al-Aswaq intersection",Yes,80,None,3
Abu Dhabi,Shaabiya Police Station,2011,January,14-01-11,Abu Dhabi,Internal road,1.0011E+11,14,Second week,Traffic accident with injuries,Bypassing the red traffic light,1,IP75A IntersectionAl Sharqi (Muroor) - Street 29,IP75A IntersectionAl Sharqi (Muroor) - Street 29,Commercial area,Intersection,night - enough lights,clear,Dry,Perpendicular Intersection,Perpendicular collision,India,N,Passenger,Back passenger seat,Minor,30,F,Female,30,18 to 30 years,Jan,Asian States,Friday,21:15,PM,18 to 30 years,1,Hadbat Al Zafaran,Block 24-1,185,"3848.                   After detection and inspecting the site of the accident, the following became evident: - The causing vehicle is coming from the west, turning towards the north, and the damaged vehicle is coming from the east to the west. The offending driver and his companion and two passengers were with the injured person, as well as material damage to the two vehicles, according to the chart, the accident occurred.","Al Dhafra Street, Al-Aswaq intersection",No,80,None,3
Abu Dhabi,Shaabiya Police Station,2011,January,14-01-11,Abu Dhabi,Internal road,1.0011E+11,14,Second week,Traffic accident with injuries,Bypassing the red traffic light,1,IP75A IntersectionAl Sharqi (Muroor) - Street 29,IP75A IntersectionAl Sharqi (Muroor) - Street 29,Commercial area,Intersection,night - enough lights,clear,Dry,Perpendicular Intersection,Perpendicular collision,India,Y,Passenger,Front passenger seat,Moderate,6,F,Female,6,1 to 7 years,Jan,Asian States,Friday,21:15,PM,Below 18 years,1,Hadbat Al Zafaran,Block 24-1,185,"3849.                   After detection and inspecting the site of the accident, the following became evident: - The causing vehicle is coming from the west, turning towards the north, and the damaged vehicle is coming from the east to the west. The offending driver and his companion and two passengers were with the injured person, as well as material damage to the two vehicles, according to the chart, the accident occurred.","Al Dhafra Street, Al-Aswaq intersection",Yes,80,None,3
Abu Dhabi,Shaabiya Police Station,2011,January,15-01-11,Abu Dhabi,Internal road,1.0011E+11,15,Third week,Traffic accident with injuries,Misuse of traffic,1,Street Salam (8),Street Salam (8),Govt. authority,Double road,night - enough lights,clear,Dry,Not on or around 20 meters,Person run over,Philippines,N,Pedestrian,No passenger,Moderate,37,M,Male,37,31 to 45 years,Jan,Asian States,Saturday,1:20,PM,31 to 45 years,1,Qasr Al Bahar,Block 75-1,12,"3850.                   After detection and inspecting the accident site, the following became clear: The causing vehicle is coming from the east towards the west, and the second lane taker is moving from the left, and the run-over person is coming from the north towards the south. The run-over person was passing from the undetermined place for that and under estimating the causing vehicle. He was admitted to the Sheikh Khalifa Hospital. The examination was carried out and the necessary measures were taken","Corniche Al Qurm Street, after the first tunnel, inward - Qasr Al-Bahar area",No,100,Cross but not on the crosswalk ,5
Abu Dhabi,Khaldiya Police Station,2011,January,15-01-11,Abu Dhabi,Internal road,1.0011E+11,15,Third week,Traffic accident with injuries,Bypassing the red traffic light,1,IP23 IntersectionHamdan Bin Mohamed - Khalid bin Al Waleed,IP23 IntersectionHamdan Bin Mohamed - Khalid bin Al Waleed,Commercial area,Intersection,day,clear,Dry,Perpendicular Intersection,Side collision,India,N,Driver,Driver's seat,Severe,40,M,Male,40,31 to 45 years,Jan,Asian States,Saturday,7:44,AM,31 to 45 years,1,Markaziya Gharb,Block 12-2,108,"3851.                   After detection and inspecting the accident site by a policeman who charted the accident, the following became clear: - While the damaged vehicle was coming from the south towards the north, following the path of the far right, and upon reaching the intersection and entering the middle of the intersection, I was surprised by the bicycle causing the intersection in the middle of the intersection coming from the west towards the east. The damaged vehicle is at the scene of the accident, and necessary measures have been taken",Al Hisn intersection between Hamdan street and Khalid Bin Walid Street,No,60,None,3
Abu Dhabi,Khaldiya Police Station,2011,January,16-01-11,Abu Dhabi,Internal road,1.0011E+11,16,Third week,Traffic accident with injuries,Speedy without taking road conditions into account,1,Street 33,Street 33,Fuel Station,Double road,day,clear,Dry,Turn ,Side collision,Romania,N,Driver,Driver's seat,Moderate,28,M,Male,28,18 to 30 years,Jan,Other,Sunday,10:30,AM,18 to 30 years,1,Not identified,Not identified,33,"3852.                   After detection and inspection by the accident chart, the following is revealed: - The causing vehicle is coming from the south towards the north to turn right towards the east, the damaged vehicle is completely stopped, while the causing vehicle is moving due to the speed without taking into account the road conditions and negligence of the driver who caused the loss of the vehicle and head forward to hit the sidewalk and head to the other side to collide with the front of the causing vehicle on the left side For the damaged vehicle and accordingly the accident was charted.",Near the petrol station - before the capital police intersection,No,60,None,2
Abu Dhabi,Khaldiya Police Station,2011,January,16-01-11,Abu Dhabi,Internal road,1.0011E+11,16,Third week,Traffic accident with injuries,Bypassing the red traffic light,1,IP40 IntersectionRashed Bin Saeed Al-Maktoum - Street 35,IP40 IntersectionRashed Bin Saeed Al-Maktoum - Street 35,Commercial area,Intersection,night - enough lights,clear,Dry,Perpendicular Intersection,Perpendicular collision,UAE,Y,Driver,Driver's seat,Minor,33,F,Female,33,31 to 45 years,Jan,UAE,Sunday,18:00,PM,31 to 45 years,1,Airport,Block 27-1,189,"3853.                   After detection and inspecting the accident site, it became clear to me the following: While the driver of the causing vehicle was coming from the east towards the west, taking the lane on the far left, and while it was moving “bypassing the red traffic light” and entering the intersection, a left turn. He was surprised by the perpetrator's vehicle in front of him, so he tried to avoid the accident, holding the brakes by about 19 meters, but to no avail, to hit the front of his vehicle on the right side of the causing vehicle, and so the accident occurred",Wimpy Intersection / Airport Street,Yes,80,None,4
Abu Dhabi,Khaldiya Police Station,2011,January,16-01-11,Abu Dhabi,Internal road,1.0011E+11,16,Third week,Traffic accident with injuries,Bypassing the red traffic light,1,IP40 IntersectionRashed Bin Saeed Al-Maktoum - Street 35,IP40 IntersectionRashed Bin Saeed Al-Maktoum - Street 35,Commercial area,Intersection,night - enough lights,clear,Dry,Perpendicular Intersection,Perpendicular collision,India,Y,Driver,Driver's seat,Minor,55,M,Male,55,46 to 60 years,Jan,Asian States,Sunday,18:00,PM,46 to 60 years,1,Airport,Block 27-1,189,"3854.                   After detection and inspecting the accident site, it became clear to me the following: While the driver of the causing vehicle was coming from the east towards the west, taking the lane on the far left, and while it was moving “bypassing the red traffic light” and entering the intersection, a left turn. He was surprised by the perpetrator's vehicle in front of him, so he tried to avoid the accident, holding the brakes by about 19 meters, but to no avail, to hit the front of his vehicle on the right side of the causing vehicle, and so the accident occurred",Wimpy Intersection / Airport Street,Yes,80,None,4
Abu Dhabi,Khaldiya Police Station,2011,January,16-01-11,Abu Dhabi,Internal road,1.0011E+11,16,Third week,Traffic accident with injuries,Bypassing the red traffic light,1,IP40 IntersectionRashed Bin Saeed Al-Maktoum - Street 35,IP40 IntersectionRashed Bin Saeed Al-Maktoum - Street 35,Commercial area,Intersection,night - enough lights,clear,Dry,Perpendicular Intersection,Perpendicular collision,India,N,Passenger,Back passenger seat,Minor,5,M,Male,5,1 to 7 years,Jan,Asian States,Sunday,18:00,PM,Below 18 years,1,Airport,Block 27-1,189,"3855.                   After detection and inspecting the accident site, it became clear to me the following: While the driver of the causing vehicle was coming from the east towards the west, taking the lane on the far left, and while it was moving “bypassing the red traffic light” and entering the intersection, a left turn. He was surprised by the perpetrator's vehicle in front of him, so he tried to avoid the accident, holding the brakes by about 19 meters, but to no avail, to hit the front of his vehicle on the right side of the causing vehicle, and so the accident occurred",Wimpy Intersection / Airport Street,No,80,None,4
Abu Dhabi,Khaldiya Police Station,2011,January,16-01-11,Abu Dhabi,Internal road,1.0011E+11,16,Third week,Traffic accident with injuries,Bypassing the red traffic light,1,IP40 IntersectionRashed Bin Saeed Al-Maktoum - Street 35,IP40 IntersectionRashed Bin Saeed Al-Maktoum - Street 35,Commercial area,Intersection,night - enough lights,clear,Dry,Perpendicular Intersection,Perpendicular collision,India,Y,Passenger,Front passenger seat,Moderate,29,F,Female,29,18 to 30 years,Jan,Asian States,Sunday,18:00,PM,18 to 30 years,1,Airport,Block 27-1,189,"3856.                   After detection and inspecting the accident site, it became clear to me the following: While the driver of the causing vehicle was coming from the east towards the west, taking the lane on the far left, and while it was moving “bypassing the red traffic light” and entering the intersection, a left turn. He was surprised by the perpetrator's vehicle in front of him, so he tried to avoid the accident, holding the brakes by about 19 meters, but to no avail, to hit the front of his vehicle on the right side of the causing vehicle, and so the accident occurred",Wimpy Intersection / Airport Street,Yes,80,None,4
Abu Dhabi,Khaldiya Police Station,2011,January,18-01-11,Abu Dhabi,Internal road,1.0011E+11,18,Third week,Traffic accident with injuries,Bypassing the red traffic light,1,Street Corniche(1),Street Corniche(1),Govt. authority,Intersection,night - enough lights,cloudy,Dry,Perpendicular Intersection,Perpendicular collision,India,Y,Passenger,Front passenger seat,Moderate,26,F,Female,26,18 to 30 years,Jan,Asian States,Tuesday,0:01,PM,18 to 30 years,1,Markaziya,Block 51-1,29,"3857.                   After detection and inspecting the accident site, it became clear for the person who made the chart of accident that: While the driver of the causing vehicle was coming from the east towards the west, taking the lane on the far left, and while it was moving “bypassing the red traffic light” and entering the intersection, a left turn. He was surprised by the perpetrator's vehicle in front of him, so he tried to avoid the accident, holding the brakes by about 4 meters, but to no avail, to hit the front of his vehicle on the right side of the causing vehicle, and so the accident occurred","Intersection of Abu Dhabi Chamber of Commerce and Industry, Corniche Street",Yes,60,None,4
Abu Dhabi,Khaldiya Police Station,2011,January,18-01-11,Abu Dhabi,Internal road,1.0011E+11,18,Third week,Traffic accident with injuries,Bypassing the red traffic light,1,Street Corniche(1),Street Corniche(1),Govt. authority,Intersection,night - enough lights,cloudy,Dry,Perpendicular Intersection,Perpendicular collision,India,Y,Driver,Driver's seat,Minor,27,M,Male,27,18 to 30 years,Jan,Asian States,Tuesday,0:01,PM,18 to 30 years,1,Markaziya,Block 51-1,29,"3858.                   After detection and inspecting the accident site, it became clear for the person who made the chart of accident that: While the driver of the causing vehicle was coming from the east towards the west, taking the lane on the far left, and while it was moving “bypassing the red traffic light” and entering the intersection, a left turn. He was surprised by the perpetrator's vehicle in front of him, so he tried to avoid the accident, holding the brakes by about 4 meters, but to no avail, to hit the front of his vehicle on the right side of the causing vehicle, and so the accident occurred","Intersection of Abu Dhabi Chamber of Commerce and Industry, Corniche Street",Yes,60,None,4
Abu Dhabi,Shaabiya Police Station,2011,January,18-01-11,Abu Dhabi,Internal road,1.0011E+11,18,Third week,Traffic accident with injuries,Speedy without taking road conditions into account,1,Al Sharqi intersection (Muroor) - Mohamed bin Khalifa IP49A,Al Sharqi intersection (Muroor) - Mohamed bin Khalifa IP49A,One level intersection,Double road,day,clear,Dry,Perpendicular Intersection,Perpendicular collision,Bangladesh,Y,Driver,Driver's seat,Minor,38,M,Male,38,31 to 45 years,Jan,Asian States,Tuesday,13:15,PM,31 to 45 years,1,Al Wahda,Block 17-1,174,"3859.                   After detection and inspecting the accident site by the policeman, the chart of the accident became clear:  While the driver of the causing vehicle was trying to turn to the right and return to the same street and because of the speed without taking into account the road conditions by the driver of the vehicle that caused his vehicle to turn while turning, to rush to the left side of the pavement and collide with its front the front left side of the first damaged vehicle and continue to rush towards the second damaged vehicle and collide with its rear left side On the rear left side of the causing vehicle and then collides with the third damaged vehicle, next to the rear left side, on the rear left side of the causing vehicle, and then collides with its front with the front of the fourth damaged vehicle and finally collides with its front of the sixth damaged vehicle and stops there knowing that the damaged vehicles were stopped and stopped at the intersection when the causing vehicle rushed towards them The necessary was done","Al Muroor Area, Muhammed Bin Khalifa Street, Al Jarida intersection ",Yes,60,None,4
Abu Dhabi,Khaldiya Police Station,2011,January,20-01-11,Abu Dhabi,Internal road,1.0011E+11,20,Third week,Traffic accident with injuries,Not leaving enough space,1,IP4 IntersectionZayed Al Awal - Street 26,IP4 IntersectionZayed Al Awal - Street 26,Commercial area,Intersection,day,clear,Dry,Perpendicular Intersection,Rear collision,Britain,N,Passenger,Back passenger seat,Minor,32,F,Female,32,31 to 45 years,Jan,Other,Thursday,13:30,PM,31 to 45 years,1,Khaldiya,Block 53-2,92,"3860.                   After detection and inspection by the accident chart, the following is revealed: - The two vehicles are coming from the east to the west with a line on the far left, the causing vehicle behind the damaged vehicle, while the two vehicles are in motion, and because of not leaving enough space between the two vehicles by the offending driver, they collide with the front of the causing vehicle at the rear of the damaged vehicle, and accordingly the accident was charted as shown in the chart.",Intersection of Sheraton Khalidiya Hotel,No,60,None,3
Abu Dhabi,Khaldiya Police Station,2011,January,20-01-11,Abu Dhabi,Internal road,1.0011E+11,20,Third week,Traffic accident with injuries,Misuse of traffic,1,Street Arabian Gulf(30),Street Arabian Gulf(30),Commercial area,Double road,night - enough lights,clear,Dry,Not on or around 20 meters,Person run over,India,N,Pedestrian,No passenger,Moderate,49,M,Male,49,46 to 60 years,Jan,Asian States,Thursday,20:26,PM,46 to 60 years,1,Khaldiya,Block 53-2,16,"3861.                   After detection and inspection by the person who made the chart of accident, the following is revealed: - The vehicle was coming from the east to the west, and the run over person was coming from the north to the south, while the vehicle was moving, the driver was surprised by the run-over person and because of the lack of estimation of road users by the driver of the vehicle, he ran over the run-over person by the front of the tire. Accordingly the accident was charted as shown in the chart.",Road parallel to Arabian Gulf Street and behind Khalidiyah Mall,No,40,Cross but not on the crosswalk ,2
Abu Dhabi,Shaabiya Police Station,2011,January,21-01-11,Abu Dhabi,Internal road,1.0011E+11,21,Third week,Traffic accident with injuries,Bypassing the red traffic light,1,IP75D IntersectionAl Sharqi (Muroor) - Street 31,IP75D IntersectionAl Sharqi (Muroor) - Street 31,Fuel Station,Intersection,day,clear,Dry,Perpendicular Intersection,Perpendicular collision,Philippines,N,Passenger,Back passenger seat,Minor,2,M,Male,2,1 to 7 years,Jan,Asian States,Friday,11:25,AM,Below 18 years,1,Hadbat Al Zafaran,Block 25-1,186,"3862.                   After detection and inspecting the accident site, the following became clear: While the causing vehicle was coming from the west heading towards the east through the intersection aiming to go through south, due to bypassing the red traffic light, the causing vehicle “its front” collided with the right side of the damaged car, according to the chart, the accident occurred.","Al Dhafra Street, formerly Al-Aswaq intersection, near  ADNOC Distribution Station",No,60,None,4
Abu Dhabi,Khaldiya Police Station,2011,January,22-01-11,Abu Dhabi,Internal road,1.0011E+11,22,Fourth week,Traffic accident with injuries,Bypassing the red traffic light,1,IP33B IntersectionFalah - Arabian Gulf,IP33B IntersectionFalah - Arabian Gulf,School,Intersection,night - enough lights,rainy,wet,Not on or around 20 meters,Reciprocal collision,Pakistan,Y,Driver,Driver's seat,Minor,22,M,Male,22,18 to 30 years,Jan,Asian States,Saturday,1:40,PM,18 to 30 years,1,Al Butain,Block 74-2,157,"3863.                   After detection and inspecting the accident site, the following became clear: The first causing vehicle was coming from the west towards the east and would like to turn left and the second causing vehicle is coming from the east towards the west, because of one of the cars passed the red light, the front of the first causing vehicle hit the front of the second causing car. Thus, the accident occurred",Al-Bateen area near Al-Quds School,Yes,60,None,4
Abu Dhabi,Khaldiya Police Station,2011,January,22-01-11,Abu Dhabi,Internal road,1.0011E+11,22,Fourth week,Traffic accident with injuries,Bypassing the red traffic light,1,IP33B IntersectionFalah - Arabian Gulf,IP33B IntersectionFalah - Arabian Gulf,School,Intersection,night - enough lights,rainy,wet,Not on or around 20 meters,Reciprocal collision,Sudan,Y,Driver,Driver's seat,Minor,56,M,Male,56,46 to 60 years,Jan,Arab States,Saturday,1:40,PM,46 to 60 years,1,Al Butain,Block 74-2,157,"3864.                   After detection and inspecting the accident site, the following became clear: The first causing vehicle was coming from the west towards the east and would like to turn left and the second causing vehicle is coming from the east towards the west, because of one of the cars passed the red light, the front of the first causing vehicle hit the front of the second causing car. Thus, the accident occurred.",Al-Bateen area near Al-Quds School,Yes,60,None,4
Abu Dhabi,Al Madina Police Station,2011,January,22-01-11,Abu Dhabi,Internal road,1.0011E+11,22,Fourth week,Traffic accident with injuries,Misuse of traffic,1,Street Hamdan Bin Mohamed(5),Street Hamdan Bin Mohamed(5),Commercial area,Two-way road,day,rainy,wet,Half Perpendicular Intersection,Person run over,Bangladesh,N,Pedestrian,No passenger,Moderate,45,F,Female,45,31 to 45 years,Jan,Asian States,Saturday,8:51,AM,31 to 45 years,1,Markaziya,Block 52-1,26,"3865.                   After detection and inspecting the accident site, the following became clear: The first causing vehicle was coming from the south towards the north and wanted to turn to reverse the direction and while it was turning it happened to be the one who was hit from the west towards the east passing through a residential and commercial area on a secondary street of Hamdan Street. The vehicle causing its front was run over from the left side. The accident resulted in a traumatized injury with a moderate injury. She received treatment and left the hospital in a moderate condition. Examination of the accident site","Side Street off Hamdan Street behind Al-Ahly Hospital, near Jamila Supermarket",No,40,"Cross, there's no crosswalk",1
Abu Dhabi,Shaabiya Police Station,2011,January,23-01-11,Abu Dhabi,Internal road,1.0011E+11,23,Fourth week,Traffic accident with injuries,Driving back without traffic clearance,1,Street Delma(13),Street Delma(13),School,Double road,day,clear,Dry,Turn ,Rear collision,Hungary,Y,Driver,Driver's seat,Minor,40,F,Female,40,31 to 45 years,Jan,Other,Sunday,13:50,PM,31 to 45 years,1,Al Wahda,Block 16-1,22,"3866.                   After detection and inspection by the accident chart, it became clear as follows: -The causing vehicle is clearing the far-left lane and the first damaged vehicle is turning from the hatch on the island and the second damaged vehicle is in a permanent stop. Because of the reason that the causing vehicle is returning without attention, its rear collided with the front left corner of the first damaged vehicle, which led to its deflection and collision with its front end on the pavement Then the left side of the second damaged vehicle, which was in a final stop, and on the side of the chart, the accident occurred","Delma Street, opposite Zayed University, Side Road 16",Yes,40,None,2
