Emirate,Police Station,Year,Month,Date,City,Road,Report Number,Day,Week,Report type,Reasons,Computed,Streets,Street,Place,Location,lighting,Weather,Road surface,Intersection,Accident Type,Nationalities,Seat Belt,Injured person position,Injured person's seat,Degree of the injury,Age of the injured,Gender,Gender of the injured,Inp Age,Age Group,Date - Month,Nationality of the Injured person,Day,Iac Rep Time,Time,Age Group - Ministry,Computed2,Area,Block,Str Code,Accident Description,Location,Fasten seat belt,Road speed limit,Pedestrian action,Number of Lanes
Abu Dhabi,Shaabiya Police Station,2012,June,06-06-12,Abu Dhabi,Internal road,1.0012E+11,6,First week,Traffic accident with injuries,Sudden deviation,1,IP J IntersectionSalam - Police Officers Club,IP J IntersectionSalam - Police Officers Club,Govt. authority,Highway,night - enough lights,clear,Dry,Not on or around 20 meters,Rear collision,UAE,Y,Driver,Driver's seat,Minor,20,F,Female,20,18 to 30 years,Jun,UAE,Wednesday,20:30,PM,18 to 30 years,1,Airport,Block 27-1,140,"5002.                  After examining and inspecting the accident chart by the policeman, the following became clear: The causing vehicle was coming from the west towards the east on the left lane, and the damaged vehicle was coming from the same direction on the right lane. When it reached the intersection leading to Al Mussafah Bridge and Al Maqta Bridge, and because of the deviation of the causing vehicle from the left lane to the right lane, it collided with its front from the right side and the front right side in the rear from the left side, rear left side, and left rear tire of the damaged vehicle, and then the vehicle causing the accident deteriorated on its left side, and the accident resulted in the injury of the driver the causer of the accident with a minor injury. The accident site was inspected and necessary action was taken.","Al Sharqi Ring Road, before Sheikh Zayed Bridge, outward, the intersection between Al Maqtaa Bridge and Mussafah Bridge",Yes,80,None,3
Abu Dhabi,Khaldiya Police Station,2012,June,07-06-12,Abu Dhabi,Internal road,1.0012E+11,7,First week,Traffic accident with injuries,Bypassing the red traffic light,1,IP42P IntersectionHazaa Bin Zayed - Karama,IP42P IntersectionHazaa Bin Zayed - Karama,Govt. authority,Intersection,day,clear,Dry,Perpendicular Intersection,Person run over,UAE,N,Pedestrian,No passenger,Minor,18,M,Male,18,18 to 30 years,Jun,UAE,Thursday,10:52,AM,18 to 30 years,1,Rawdah,Block 35-2,164,"5003.                  After examining and inspecting the accident site, the following was noted: The vehicle causing the accident was coming from the north towards the south on the middle lane, while the ran over persons were crossing the road on the pedestrian crossing lines at the intersection from east to west and the pedestrian traffic light was green, and due to bypassing the red traffic light and the failure to give priority to the crossing of the pedestrian by the driver causing the accident, the front of his vehicle ran over the people while they were crossing the intersection, according to the chart. Accident chart was drawn up and necessary action taken.","Al Zaab area, formerly Al Jazeera intersection",No,60,Cross on the crosswalk of the intersection,4
Abu Dhabi,Khaldiya Police Station,2012,June,07-06-12,Abu Dhabi,Internal road,1.0012E+11,7,First week,Traffic accident with injuries,Bypassing the red traffic light,1,IP42P IntersectionHazaa Bin Zayed - Karama,IP42P IntersectionHazaa Bin Zayed - Karama,Govt. authority,Intersection,day,clear,Dry,Perpendicular Intersection,Person run over,UAE,N,Pedestrian,No passenger,Moderate,14,M,Male,14,8 to 17 years,Jun,UAE,Thursday,10:52,AM,Below 18 years,1,Rawdah,Block 35-2,164,"5004.                  After examining and inspecting the accident site, the following was noted: The vehicle causing the accident was coming from the north towards the south on the middle lane, while the ran over persons were crossing the road on the pedestrian crossing lines at the intersection from east to west and the pedestrian traffic light was green, and due to bypassing the red traffic light and the failure to give priority to the crossing of the pedestrian by the driver causing the accident, the front of his vehicle ran over the people while they were crossing the intersection, according to the chart. Accident chart was drawn up and necessary action taken.","Al Zaab area, formerly Al Jazeera intersection",No,60,Cross on the crosswalk of the intersection,4
Abu Dhabi,Khaldiya Police Station,2012,June,07-06-12,Abu Dhabi,Internal road,1.0012E+11,7,First week,Traffic accident with injuries,Bypassing the red traffic light,1,IP42P IntersectionHazaa Bin Zayed - Karama,IP42P IntersectionHazaa Bin Zayed - Karama,Govt. authority,Intersection,day,clear,Dry,Perpendicular Intersection,Person run over,UAE,N,Pedestrian,No passenger,Minor,10,M,Male,10,8 to 17 years,Jun,UAE,Thursday,10:52,AM,Below 18 years,1,Rawdah,Block 35-2,164,"5005.                  After examining and inspecting the accident site, the following was noted: The vehicle causing the accident was coming from the north towards the south on the middle lane, while the ran over persons were crossing the road on the pedestrian crossing lines at the intersection from east to west and the pedestrian traffic light was green, and due to bypassing the red traffic light and the failure to give priority to the crossing of the pedestrian by the driver causing the accident, the front of his vehicle ran over the people while they were crossing the intersection, according to the chart. Accident chart was drawn up and necessary action taken.","Al Zaab area, formerly Al Jazeera intersection",No,60,Cross on the crosswalk of the intersection,4
Abu Dhabi,Shaabiya Police Station,2012,June,07-06-12,Abu Dhabi,Internal road,1.0012E+11,7,First week,Traffic accident with injuries,Misuse of traffic,1,Al Sharqi Street (Muroor) (4),Al Sharqi Street (Muroor) (4),School,Car parking,day,clear,Dry,Not on Intersection,Person run over,Pakistan,N,Pedestrian,No passenger,Moderate,12,F,Female,12,8 to 17 years,Jun,Asian States,Thursday,14:06,PM,Below 18 years,1,Hadbat Al Zafaran,Block 40-1,13,"5006.                  After examining and inspecting the accident site, the following was noted: The vehicle causing the accident was driving in the parking from the south towards the north on the right lane, and the ran over child was crossing the parking from the west towards the east while leaving the school, and because the driver causing the accident changed his way, and drove in the wrong direction, he was surprised with the child in front of him and hit the child with the front of the vehicle and the child fell on the road according to the chart. The accident resulted in an injury of the child and material damage to the vehicle that caused the accident. The accident chart was made.","Hadbat Al ??Zafarana, Al Sharqi Street",No,40,"Cross, but not on the crosswalk",1
Abu Dhabi,Shaabiya Police Station,2012,June,08-06-12,Abu Dhabi,Internal road,1.0012E+11,8,Second week,Traffic accident with injuries,Bypassing the red traffic light,1,Al Sharqi intersection (Muroor) - Mohamed bin Khalifa IP49A,Al Sharqi intersection (Muroor) - Mohamed bin Khalifa IP49A,Commercial area,Intersection,day,clear,Dry,Perpendicular Intersection,Perpendicular collision,Egypt,Y,Driver,Driver's seat,Minor,42,F,Female,42,31 to 45 years,Jun,Arab States,Friday,14:45,PM,31 to 45 years,1,Al Wahda,Block 17-1,174,"5007.                  After examining and inspecting the accident site, the following was noted: The vehicle causing the accident was coming from the west towards the north bypassing the red-light signal, and after entering the intersection at the same time of the entry of the damaged vehicle that was coming from the east towards the west, the front side of the vehicle causing the accident hit the front left corner of the damaged vehicle.",Al Muroor street,Yes,60,None,4
Abu Dhabi,Shaabiya Police Station,2012,June,08-06-12,Abu Dhabi,Internal road,1.0012E+11,8,Second week,Traffic accident with injuries,Bypassing the red traffic light,1,Al Sharqi intersection (Muroor) - Mohamed bin Khalifa IP49A,Al Sharqi intersection (Muroor) - Mohamed bin Khalifa IP49A,Commercial area,Intersection,day,clear,Dry,Perpendicular Intersection,Perpendicular collision,India,Y,Driver,Driver's seat,Minor,47,M,Male,47,46 to 60 years,Jun,Asian States,Friday,14:45,PM,46 to 60 years,1,Al Wahda,Block 17-1,174,"5008.                  After examining and inspecting the accident site, the following was noted: The vehicle causing the accident was coming from the west towards the north bypassing the red-light signal, and after entering the intersection at the same time of the entry of the damaged vehicle that was coming from the east towards the west, the front side of the vehicle causing the accident hit the front left corner of the damaged vehicle.",Al Muroor street,Yes,60,None,4
Abu Dhabi,Khaldiya Police Station,2012,June,10-06-12,Abu Dhabi,Internal road,1.0012E+11,10,Second week,Traffic accident with injuries,Ignoring road lane,1,Rashed Bin Saeed Al-Maktoum Street (2),Rashed Bin Saeed Al-Maktoum Street (2),Govt. authority,Double road,night - enough lights,clear,Dry,Not on or around 20 meters,Side collision,Philippines,N,Passenger,Front passenger seat,Minor,33,F,Female,33,31 to 45 years,Jun,Asian States,Sunday,0:50,PM,31 to 45 years,1,Mushrif,Block 18-1,14,"5009.                  After examining and inspecting the accident chart by the police, the following was noted: While the driver causing the accident was coming from the west towards the east on the middle lane of Airport Street in Al Mushrif area, and the driver of the damaged vehicle was coming from the same direction, and due to non-compliance with the obligatory driving lane by the driver causing the accident, the damaged vehicle collided with its left side on the right side of the causing vehicle and then collided with the sidewalk and swerved to the right and collided with an advertising sign belonging to the Family Development Foundation, also, the damaged vehicle turned in the same direction. As a result of the accident, the passenger and the driver in the damaged vehicle were injured, and thus they were transferred to the Corniche Hospital. The two vehicles were also damaged, the advertising sign was damaged, and 8 meters of grass were uprooted, and according to the chart, the accident occurred","Mushrif area, near the Family Development Foundation",No,60,None,4
Abu Dhabi,Al Madina Police Station,2012,June,10-06-12,Abu Dhabi,Internal road,1.0012E+11,10,Second week,Traffic accident with injuries,Not leaving enough space,1,Street Hamdan Bin Mohamed(5),Street Hamdan Bin Mohamed(5),Commercial area,Highway,day,clear,Dry,Not on or around 20 meters,Rear collision,Palestine,Y,Driver,Driver's seat,Moderate,31,M,Male,31,31 to 45 years,Jun,Arab States,Sunday,12:26,PM,31 to 45 years,1,Markaziya,Block 52-1,26,"5010.                  After examining and inspecting the accident scene by the police, the following was noted: While the vehicle causing the accident was coming from the north towards the south on the second lane from the right and on the same lane were the three damaged vehicles, consecutively. Because no space was left by the vehicle causing the accident to the front vehicles, the front of the vehicle causing the accident collided with the rear of the first damaged vehicle, and then the front of the first damaged vehicle collided with the rear of the second damaged vehicle, and the front of the second damaged vehicle collided with the rear of the third damaged vehicle, according to the chart, the accident occurred.","Hamdan Street, before Zakher intersection",Yes,60,None,4
Abu Dhabi,Shaabiya Police Station,2012,June,10-06-12,Abu Dhabi,Internal road,1.0012E+11,10,Second week,Traffic accident with injuries,Bypassing the red traffic light,1,IP11 IntersectionZayed Al Awal - Salam,IP11 IntersectionZayed Al Awal - Salam,Commercial area,Intersection,night - enough lights,clear,Dry,Multiple leg Intersection,Perpendicular collision,UAE,Y,Passenger,Front passenger seat,Minor,23,F,Female,23,18 to 30 years,Jun,UAE,Sunday,21:00,PM,18 to 30 years,1,Markaziya,Block 53-1,98,"5011.                  After examining and inspecting the accident chart by the policeman, the following became clear: While the Driver of the vehicle causing the accident was coming from the east towards the west on the far left, and while the Driver of the damaged vehicle was coming from the west towards the east on the second lane from the left, and due to bypassing the red traffic light by the driver of the vehicle causing the accident, the damaged vehicle collided with its front on the right side of the vehicle causer of the accident, and as a result of the accident, one of the passengers was injured, and was transferred to Sheikh Khalifa Hospital, as well as damage to the two vehicles. According to the chart, the accident occurred.",Al Salam intersection with Zayed Al Thani Street (formerly Al Kharijia),Yes,60,None,3
Abu Dhabi,Khaldiya Police Station,2012,June,10-06-12,Abu Dhabi,Internal road,1.0012E+11,10,Second week,Traffic accident with injuries,Not leaving enough space,1,Street Corniche(1),Street Corniche(1),Commercial area,Intersection,night - enough lights,clear,Dry,Perpendicular Intersection,Rear collision,Iran,N,Passenger,Front passenger seat,Minor,39,F,Female,39,31 to 45 years,Jun,Asian States,Sunday,22:15,PM,31 to 45 years,1,Kaser Al Amwaj,Not Identified,29,"5012.                  After examining the accident plan, the following was noted: While the Driver of the causer vehicle was coming from the west towards the east of the Marina, and the Driver of the damaged vehicle was coming from the same direction. Upon their arrival at the intersection, the Driver of the damaged vehicle stopped to turn, but because the Driver of the causer vehicle was not leaving enough distance, the driver collided with the front of his vehicle at the rear of the damaged vehicle, and then the Driver of the causer vehicle fled from the accident site. The accident resulted in the injury of the passenger in the damaged driver, and subsequently transferred to Sheikh Khalifa Hospital to receive the necessary treatment. Accident chart was made and necessary action was taken.","Corniche Street, Hilton Intersection",No,60,None,4
Abu Dhabi,Khaldiya Police Station,2012,June,11-06-12,Abu Dhabi,Internal road,1.0012E+11,11,Second week,Traffic accident with injuries,Misuse of traffic,1,IP5A IntersectionZayed Al Awal - Arabian Gulf,IP5A IntersectionZayed Al Awal - Arabian Gulf,Park,Double road,night - enough lights,clear,Dry,Not on Intersection,Person run over,Bangladesh,N,Pedestrian,No passenger,Minor,41,M,Male,41,31 to 45 years,Jun,Asian States,Monday,22:45,PM,31 to 45 years,1,Khaldiya,Block 73-2,93,"5013.                  After examining and inspecting the accident chart, the following was noted: While the vehicle causer of the accident was coming from the west towards the east on the far left lane, and upon the arrival of the vehicle that caused the accident from the south towards the north, the front of the causer vehicle collided with the body of the runaway person on the far left lane, and the motorcycle causing the accident then fell on the damaged vehicle that was coming from the east towards the west on second lane from the left, and according to the chart, the accident occurred.","Al Bateen Area, near the intersection of Al Khaldiyah Park",No,60,"Cross, but not on the crosswalk",4
Abu Dhabi,Khaldiya Police Station,2012,June,12-06-12,Abu Dhabi,Internal road,1.0012E+11,12,Second week,Traffic accident with injuries,under influence of intoxicant or narcotic drug,1,Street Arabian Gulf(30),Street Arabian Gulf(30),Govt. authority,Bridge /  Tunnel,day,clear,Dry,Not on or around 20 meters,deterioration,UAE,Y,Passenger,Front passenger seat,Severe,17,M,Male,17,8 to 17 years,Jun,UAE,Tuesday,18:00,PM,Below 18 years,1,Al Maqta,Block 68-2,16,"5014.                  After examining and inspecting the accident site, the following was noted: The causer vehicle was coming from the north towards the south over a bridge of the Armed Forces Officers Club and because the driver was under the influence of alcoholic drinks, and due to excessive speed, and upon arriving in the middle of the bridge, the driver lost control, which led to its drift to the right and collided with the front of the pavement, then it rolled over and turned three times upside down outside the street, which led to the vehicle colliding with the garbage barrel and stabilized 49 meters from the point of the accident. The accident resulted in damage to state property, injury to the passenger and material damage to the vehicle. According to the chart, the accident occurred.",Armed Forces Officers Club Bridge,Yes,80,None,3
Abu Dhabi,Khaldiya Police Station,2012,June,14-06-12,Abu Dhabi,Internal road,1.0012E+11,14,Second week,Traffic accident with injuries,Bypassing the red traffic light,1,IP118 Street Bainunah (IntersectionCentral Bank),IP118 Street Bainunah (IntersectionCentral Bank),Commercial area,Intersection,day,clear,Dry,Perpendicular Intersection,Perpendicular collision,India,N,Driver,Driver's seat,Minor,34,M,Male,34,31 to 45 years,Jun,Asian States,Thursday,11:35,AM,31 to 45 years,1,Al Butain,Block 95-2,159,"5015.                  After inspecting the site of the accident by the accident officer, the following was noted: While the vehicle causer of the accident was coming from the east towards the west and the damaged vehicle was coming from the south towards the north, and because of bypassing the red traffic signal by the vehicle causer of the accident, the front of the damaged vehicle collided with the left side of the damaged vehicle. According to the chart, the accident occurred.","Al Bateen Street, the intersection of Abu Dhabi Islamic Bank",No,60,None,3
Abu Dhabi,Khaldiya Police Station,2012,June,14-06-12,Abu Dhabi,Internal road,1.0012E+11,14,Second week,Traffic accident with injuries,Bypassing the red traffic light,1,IP40 IntersectionRashed Bin Saeed Al-Maktoum - Street 35,IP40 IntersectionRashed Bin Saeed Al-Maktoum - Street 35,Fuel Station,Intersection,night - enough lights,clear,Dry,Perpendicular Intersection,Perpendicular collision,Yemen,Y,Passenger,Front passenger seat,Minor,24,M,Male,24,18 to 30 years,Jun,GCC,Thursday,21:40,PM,18 to 30 years,1,Airport,Block 27-1,189,"5016.                  After examining and inspecting the accident site, the following was noted: While the vehicle causer of the accident was coming from the west towards the east on the middle lane, and the first and second damaged vehicles were coming from the south towards the north, the first damaged vehicle was traveling on the far left lane and the second damaged vehicle was traveling on the second lane from the left and the third and fourth damaged vehicles were coming from the east towards the west. The third damaged vehicle was driving on the second lane from the left, and the fourth damaged vehicle was driving on the fourth lane from the left, both of which were stopping. Because of bypassing the red traffic light by the driver causer of the accident, the front side of the first and second damaged vehicles collided with the right side of the vehicle causing the accident, leading the causing vehicle to swerve and the front of the vehicle collided with the front right side of the third damaged vehicle and drifted again and collided with the left rear side of the damaged vehicle in the front left side of the first damaged vehicle. The accident resulted in minor injuries to the driver that caused the accident and the passenger, as well as material damage to the vehicles. The examination was performed and necessary action was taken.",Wimpey intersection,Yes,80,None,6
Abu Dhabi,Khaldiya Police Station,2012,June,14-06-12,Abu Dhabi,Internal road,1.0012E+11,14,Second week,Traffic accident with injuries,Bypassing the red traffic light,1,IP40 IntersectionRashed Bin Saeed Al-Maktoum - Street 35,IP40 IntersectionRashed Bin Saeed Al-Maktoum - Street 35,Fuel Station,Intersection,night - enough lights,clear,Dry,Perpendicular Intersection,Perpendicular collision,Jordan,Y,Driver,Driver's seat,Minor,32,M,Male,32,31 to 45 years,Jun,Arab States,Thursday,21:40,PM,31 to 45 years,1,Airport,Block 27-1,189,"5017.                  After examining and inspecting the accident site, the following was noted: While the vehicle causer of the accident was coming from the west towards the east on the middle lane, and the first and second damaged vehicles were coming from the south towards the north, the first damaged vehicle was traveling on the far left lane and the second damaged vehicle was traveling on the second lane from the left and the third and fourth damaged vehicles were coming from the east towards the west. The third damaged vehicle was driving on the second lane from the left, and the fourth damaged vehicle was driving on the fourth lane from the left, both of which were stopping. Because of bypassing the red traffic light by the driver causer of the accident, the front side of the first and second damaged vehicles collided with the right side of the vehicle causing the accident, leading the causing vehicle to swerve and the front of the vehicle collided with the front right side of the third damaged vehicle and drifted again and collided with the left rear side of the damaged vehicle in the front left side of the first damaged vehicle. The accident resulted in minor injuries to the driver that caused the accident and the passenger, as well as material damage to the vehicles. The examination was performed and necessary action was taken.",Wimpey intersection,Yes,80,None,6
Abu Dhabi,Khaldiya Police Station,2012,June,17-06-12,Abu Dhabi,Internal road,1.0012E+11,17,Third week,Traffic accident with injuries,Bypassing the red traffic light,1,Street Bainunah(34),Street Bainunah(34),Commercial area,Intersection,night - enough lights,clear,Dry,Perpendicular Intersection,Perpendicular collision,Palestine,N,Driver,Driver's seat,Minor,23,M,Male,23,18 to 30 years,Jun,Arab States,Sunday,23:00,PM,18 to 30 years,1,Al Khabira,Block 93-2,19,"5018.                  After examining and inspecting the accident site, the following was noted: The first causer vehicle was coming from the east to the west on the left lane, and the second causer vehicle “the motorcycle” was coming from the south towards the north on the middle lane. Due to the failure of one of the two vehicles to comply to the traffic rules, one of them bypassed the red-light signal and the front side of the second causing vehicle collided with the left side of the first causing vehicle as per the chart. The accident resulted in the injury of the driver of the second causing vehicle, causing minor injuries and material damage to both vehicles. The accident chart was drawn and necessary action was taken.",Emirates Palace,No,60,None,3
Abu Dhabi,Khaldiya Police Station,2012,June,19-06-12,Abu Dhabi,Internal road,1.0012E+11,19,Third week,Traffic accident with injuries,Sudden deviation,1,Rashed Bin Saeed Al-Maktoum Street (2),Rashed Bin Saeed Al-Maktoum Street (2),Residential area,Double road,day,clear,Dry,Not on Intersection,Side collision,India,N,Driver,Driver's seat,Minor,25,M,Male,25,18 to 30 years,Jun,Asian States,Tuesday,12:25,PM,18 to 30 years,1,Markaziya (Gharb),Block 12-2,14,"5019.                  After examining and inspecting the accident site, the following was noted: The vehicle causing the accident was coming from the north towards the south on the far-left lane, and the damaged vehicle was coming from the north towards the south on the second lane from the left and while they were traveling, the driver deviated suddenly on the damaged vehicle. And the front right side of vehicle causer of the accident collided with the left side of the damaged vehicle and then the motorcycle fell on the ground with the rider and then the causer vehicle left the accident site. The accident resulted in injury to the motorcycle rider as well as material damage to the bike. According to the chart, the accident occurred.","Al Mushrif area, in front of the Mohammed bin Zayed Mosque",No,60,None,3
Abu Dhabi,Shaabiya Police Station,2012,June,19-06-12,Abu Dhabi,Internal road,1.0012E+11,19,Third week,Traffic accident with injuries,Entering main road without traffic clearance,1,Al Sharqi Street (Muroor) (4),Al Sharqi Street (Muroor) (4),Commercial area,Highway,day,clear,Dry,Not on or around 20 meters,Perpendicular collision,India,N,Driver,Driver's seat,Moderate,23,M,Male,23,18 to 30 years,Jun,Asian States,Tuesday,13:05,PM,18 to 30 years,1,Madinat Zayed (Abu Dhabi),Block 34-1,13,"5020.                  After examining and inspecting the accident site by the policeman, the following was noted: While the vehicle causing the accident was coming from the north and wanted to enter the main road towards the west, and the two damaged vehicles were coming from the east towards the west on the second lane from the right and because of entering the street before traffic clearance, the vehicle causing the accident collided with its side and front side with the front of the two damaged vehicles. According to the chart, the accident occurred.","Al Sharqi Street, inward, opposite the Gold Center",No,60,None,4
Abu Dhabi,Shaabiya Police Station,2012,June,19-06-12,Abu Dhabi,Internal road,1.0012E+11,19,Third week,Traffic accident with injuries,Entering main road without traffic clearance,1,Al Sharqi Street (Muroor) (4),Al Sharqi Street (Muroor) (4),Commercial area,Highway,day,clear,Dry,Not on or around 20 meters,Perpendicular collision,Bangladesh,N,Driver,Driver's seat,Minor,28,M,Male,28,18 to 30 years,Jun,Asian States,Tuesday,13:05,PM,18 to 30 years,1,Madinat Zayed (Abu Dhabi),Block 34-1,13,"5021.                  After examining and inspecting the accident site by the policeman, the following was noted: While the vehicle causing the accident was coming from the north and wanted to enter the main road towards the west, and the two damaged vehicles were coming from the east towards the west on the second lane from the right and because of entering the street before traffic clearance, the vehicle causing the accident collided with its side and front side with the front of the two damaged vehicles. According to the chart, the accident occurred.","Al Sharqi Street, inward, opposite the Gold Center",No,60,None,4
Abu Dhabi,Khaldiya Police Station,2012,June,20-06-12,Abu Dhabi,Internal road,1.0012E+11,20,Third week,Traffic accident with injuries,Bypassing the red traffic light,1,Street Kaser Al Amwaj (Marina Mall),Street Kaser Al Amwaj (Marina Mall),Commercial area,Double road,night - enough lights,clear,Dry,Perpendicular Intersection,Perpendicular collision,Palestine,N,Passenger,Front passenger seat,Moderate,25,M,Male,25,18 to 30 years,Jun,Arab States,Wednesday,21:00,PM,18 to 30 years,1,Ras Al Akhdar,Block 91-2,88,"5022.                  After detection and inspection, the following became evident: The vehicle causing the accident was coming from the east towards the west on the second lane from the left, and the damaged vehicle was coming from the west towards the east on the right lane, and while the vehicle causing the red light signal was bypassed the front of the damaged vehicle hit the right side of the offending vehicle, which resulted in Due to the deviation of the causing vehicle towards the base of the traffic light column and colliding with it, and the vehicles settled at the intersection at the site of the accident. The accident resulted in bodily damage to the passenger in the vehicle that caused material damage to the vehicles, and necessary action was taken.","Al Ras Al Akhdar area, the intersection of Marina Mall",No,60,None,3
Abu Dhabi,Shaabiya Police Station,2012,June,21-06-12,Abu Dhabi,Internal road,1.0012E+11,21,Third week,Traffic accident with injuries,Bypassing the red traffic light,1,Street Baniyas (Najda)(6),Street Baniyas (Najda)(6),Commercial area,Double road,night - enough lights,clear,Dry,Perpendicular Intersection,Perpendicular collision,Egypt,N,Driver,Driver's seat,Minor,28,M,Male,28,18 to 30 years,Jun,Arab States,Thursday,0:34,PM,18 to 30 years,1,Markaziya,Block 33-1,17,"5023.                  After examination and inspection, the following was noted: The vehicle causing the accident was coming from the east towards the west on the second lane from the left and the damaged vehicle was coming from the south towards the north on the second lane from the left. The vehicle causing the accident bypassed the red traffic light, the front side of the damaged vehicle collided with the front left side of the vehicle causing the accident and the vehicles settled at the intersection. The accident resulted in bodily damages to the Driver of the damaged vehicle, and material damage to the vehicles, and necessary action was taken.",Hamra Plaza Intersection,No,60,None,3
Abu Dhabi,Al Madina Police Station,2012,June,21-06-12,Abu Dhabi,Internal road,1.0012E+11,21,Third week,Traffic accident with injuries,Entering main road without traffic clearance,1,Street Hamdan Bin Mohamed(5),Street Hamdan Bin Mohamed(5),Mosque,Intersection,day,clear,Dry,Not on or around 20 meters,Perpendicular collision,Nepal,N,Driver,Driver's seat,Moderate,31,M,Male,31,31 to 45 years,Jun,Other,Thursday,13:00,PM,31 to 45 years,1,Mina,Block 72-1,26,"5024.                  After examination and inspection, the following was noted: - The vehicle causing the accident was coming from the north to the south direction, the damaged vehicle was coming from the east to the west direction, while the two vehicles were moving and due to entering the road without traffic clearance by the driver of the causer vehicle, the front side of the damaged vehicle hit the left side of the vehicle causing the accident. Accordingly, the accident chart was made as shown.",Near Hazza Bin Sultan Mosque,No,40,None,1
Abu Dhabi,Khaldiya Police Station,2012,June,21-06-12,Abu Dhabi,Internal road,1.0012E+11,21,Third week,Traffic accident with injuries,Bypassing the red traffic light,1,Rashed bin Saeed Al-Maktoum intersection - Street 29 IP76,Rashed bin Saeed Al-Maktoum intersection - Street 29 IP76,Residential area,Intersection,night - enough lights,clear,Dry,Perpendicular Intersection,Perpendicular collision,Bangladesh,Y,Driver,Driver's seat,Minor,46,M,Male,46,46 to 60 years,Jun,Asian States,Thursday,22:20,PM,46 to 60 years,1,Mushrif,Block 24-2,188,"5025.                  After examination and inspection, the following was noted: The vehicle causing the accident was coming from a north-to-south direction on the middle lane, the two damaged vehicles were coming from a west-to-east direction, while the vehicles were driving and entering the intersection, and due to bypassing the red traffic light by the driver causing the accident, the front side of the first damaged vehicle hit the front right side of the vehicle causing the accident and from the force of the collision, the vehicle causing the accident crashed into the left side at the front of the second damaged vehicle. Accordingly, the accident chart was made.",Pepsi cola intersection,Yes,80,None,4
Abu Dhabi,Khaldiya Police Station,2012,June,23-06-12,Abu Dhabi,Internal road,1.0012E+11,23,Fourth week,Traffic accident with injuries,under influence of intoxicant or narcotic drug,1,Street Arabian Gulf(30),Street Arabian Gulf(30),Fuel Station,Other(specify),day,clear,Dry,Not on Intersection,Rear collision,UAE,Y,Driver,Driver's seat,Minor,21,M,Male,21,18 to 30 years,Jun,UAE,Saturday,2:06,PM,18 to 30 years,1,Mushrif,Block 45-2,16,"5026.                  After examining and inspecting the accident site, the following was noted: While the damaged vehicle was stopping and the Driver was inside it in a parking station in one of the parking lots, the driver was surprised that the causer vehicle that was in front of him returned backwards and because of driving under the influence of narcotic drugs, the car returned without ensuring that the road was clear. The rear of the causing vehicle hit the front of the damaged vehicle and the causing vehicle stopped after hitting the damaged vehicle at the site of the accident, and the necessary measures were taken.","Mushrif gas station, inward, Al Shati’ street",Yes,20,None,1
Abu Dhabi,Khaldiya Police Station,2012,June,24-06-12,Abu Dhabi,Internal road,1.0012E+11,24,Fourth week,Traffic accident with injuries,Bypassing the red traffic light,1,Rashed bin Saeed Al-Maktoum intersection - Street 29 IP76,Rashed bin Saeed Al-Maktoum intersection - Street 29 IP76,Govt. authority,Intersection,day,clear,Dry,Perpendicular Intersection,Perpendicular collision,Pakistan,Y,Driver,Driver's seat,Minor,20,M,Male,20,18 to 30 years,Jun,Asian States,Sunday,6:30,AM,18 to 30 years,1,Mushrif,Block 24-2,188,"5027.                  After examination and inspection by the accident officer, the following was noted: The causing vehicle was coming from the east towards the south and the damaged vehicle was coming from the west towards the east. Because of bypassing the red traffic light by the causing vehicle, the front side of the damaged vehicle hit the right side of the causing vehicle. The accident resulted in a minor injury to the driver in the damaged vehicle, and a serious injury to the passenger in the damaged vehicle, as well as material damage to the vehicles. The accident was inspected.",Pepsi cola intersection,Yes,60,None,4
Abu Dhabi,Khaldiya Police Station,2012,June,24-06-12,Abu Dhabi,Internal road,1.0012E+11,24,Fourth week,Traffic accident with injuries,Bypassing the red traffic light,1,Rashed bin Saeed Al-Maktoum intersection - Street 29 IP76,Rashed bin Saeed Al-Maktoum intersection - Street 29 IP76,Govt. authority,Intersection,day,clear,Dry,Perpendicular Intersection,Perpendicular collision,Philippines,Y,Passenger,Front passenger seat,Severe,34,M,Male,34,31 to 45 years,Jun,Asian States,Sunday,6:30,AM,31 to 45 years,1,Mushrif,Block 24-2,188,"5028.                  After examination and inspection by the accident officer, the following was noted: The causing vehicle was coming from the east towards the south and the damaged vehicle was coming from the west towards the east. Because of bypassing the red traffic light by the causing vehicle, the front side of the damaged vehicle hit the right side of the causing vehicle. The accident resulted in a minor injury to the driver in the damaged vehicle, and a serious injury to the passenger in the damaged vehicle, as well as material damage to the vehicles. The accident was inspected.",Pepsi cola intersection ,Yes,60,None,4
